type,date,description,income,expense,balance,Unnamed: 6
expense,2025.09.03,씨유(CU) 아주대성호관점,0,1900,4121311,
expense,2025.09.03,쿠팡,0,42050,4079261,
expense,2025.09.04,컬리,0,139399,3939862,
expense,2025.09.05,청담에너지,0,50000,3889862,
expense,2025.09.05,지에스(GS)25,0,2800,3887062,
expense,2025.09.05,케이(K)브런치 레아,0,12300,3874762,
expense,2025.09.05,하나로주차관리,0,500,3874262,
expense,2025.09.06,구글페이먼트코리아 유한회사,0,14900,3859362,
expense,2025.09.06,(주) 영풍문고,0,15800,3843562,
expense,2025.09.06,쿠팡,0,49800,3793762,
expense,2025.09.06,주식회사 스타필드,0,70000,3723762,
expense,2025.09.06,주식회사 아성다이소,0,7000,3716762,
expense,2025.09.07,메가엠지씨커피,0,10600,3706162,
expense,2025.09.08,네이버페이 네이버,0,5500,3700662,
expense,2025.09.08,컬리페이_컬리,0,111791,3588871,
expense,2025.09.09,컬리페이_컬리,0,108238,3480633,
expense,2025.09.10,(주)교보문고,0,26500,3454133,
expense,2025.09.10,마라공방,0,12800,3441333,
expense,2025.09.10,마라공방,0,7000,3434333,
expense,2025.09.11,통신료 08월 - 334658,0,6890,3427443,
expense,2025.09.11,통신료 08월 - 204658,0,22860,3404583,
expense,2025.09.12,쿠팡이츠,0,20800,3383783,
expense,2025.09.12,쿠팡,0,32340,3351443,
expense,2025.09.13,(주) 영풍문고,0,19800,3331643,
expense,2025.09.13,(주) 영풍문고,0,28000,3303643,
expense,2025.09.13,주식회사 스타필드,0,2500,3301143,
expense,2025.09.13,주식회사 스타필드,0,2500,3298643,
expense,2025.09.14,다이소,0,5200,3293443,
expense,2025.09.14,견생냥품24시무인펫샵점,0,10800,3282643,
expense,2025.09.14,지에스(GS)25 ,0,13200,3269443,
expense,2025.09.14,컬리,0,133761,3135682,
expense,2025.09.15,주식회사 카카오,0,16900,3118782,
expense,2025.09.15,쿠팡이츠,0,19000,3099782,
expense,2025.09.15,쿠팡이츠,0,19000,3080782,
expense,2025.09.16,쿠팡,0,37700,3043082,
expense,2025.09.17,견생냥품24시무인펫샵점,0,25020,3018062,
expense,2025.09.17,지에스(GS)25 ,0,15800,3002262,
expense,2025.09.19,컬리,0,130000,2872262,
expense,2025.09.19,키즈스피치예소스,0,320000,2552262,
expense,2025.09.19,마라공방,0,21300,2530962,
expense,2025.09.21,쿠팡,0,33500,2497462,
expense,2025.09.21,컬리,0,51000,2446462,
expense,2025.09.23,하이파킹(주),0,3500,2442962,
expense,2025.09.24,바로알림서비스 09월이용료,0,300,2442662,
expense,2025.09.24,아파트관리비_08월,0,307310,2135352,
expense,2025.09.24,쿠팡,0,75720,2059632,
expense,2025.09.25,컬리,0,145439,1914193,
expense,2025.09.25,지에스(GS)25 ,0,17500,1896693,
expense,2025.09.26,메가스터디교육(주),0,113900,1782793,
expense,2025.09.26,주식회사 아성다이소,0,20200,1762593,
expense,2025.09.26,미스터빠삭,0,21000,1741593,
expense,2025.09.26,하나로주차관리,0,500,1741093,
expense,2025.09.27,고봉민김밥,0,9600,1731493,
expense,2025.09.27,고봉민김밥,0,96000,1635493,
expense,2025.09.27,쿠팡,0,20700,1614793,
expense,2025.09.27,댕욕탕,0,55000,1559793,
expense,2025.09.27,주식회사 아성다이소,0,31500,1528293,
expense,2025.09.28,청담에너지,0,50000,1478293,
expense,2025.09.28,쿠팡,0,57820,1420473,
expense,2025.09.28,컬리,0,129013,1291460,
expense,2025.09.29,(주)소노인터내셔널,0,424000,867460,
expense,2025.09.29,쿠팡(와우멤버십),0,7890,859570,
expense,2025.09.30,하이파킹(주),0,3000,856570,
income,2025.10.01,월급,3000000,0,3856570,
expense,2025.10.01,쿠팡,0,23850,3832720,
expense,2025.10.02,(주)비브로스,0,1100,3831620,
expense,2025.10.02,선물하기_카카오페,0,39000,3792620,
expense,2025.10.03,고봉민김밥,0,24000,3768620,
expense,2025.10.03,롯데쇼핑(주)롯데마트 ,0,20890,3747730,
expense,2025.10.03,롯데쇼핑(주)타임 파스퇴르밀크바(특),0,4500,3743230,
expense,2025.10.03,롯데쇼핑(주)롯데마트 ,0,131260,3611970,
expense,2025.10.04,컬리,0,92460,3519510,
expense,2025.10.05,메가엠지씨커피 ,0,3400,3516110,
expense,2025.10.06,구글페이먼트코리아 유한회사,0,14900,3501210,
expense,2025.10.06,쿠팡,0,21300,3479910,
expense,2025.10.06,(주)소노스퀘어,0,10900,3469010,
expense,2025.10.06,트래블마켓,0,40000,3429010,
expense,2025.10.06,헤어슈슈,0,12000,3417010,
expense,2025.10.06,교보문고,0,11300,3405710,
expense,2025.10.07,(주)소노스퀘어,0,6700,3399010,
expense,2025.10.07,쿠팡,0,25000,3374010,
expense,2025.10.07,컬리,0,88790,3285220,
expense,2025.10.09,갈비명가궁,0,254700,3030520,
expense,2025.10.09,쿠팡,0,26440,3004080,
expense,2025.10.10,아이사랑치과의원,0,7300,2996780,
expense,2025.10.10,카사밀라 파크24,0,3100,2993680,
expense,2025.10.10,주식회사 아성다이소,0,7000,2986680,
expense,2025.10.10,지에스(GS)25,0,3100,2983580,
expense,2025.10.11,백나예김밥,0,14500,2969080,
expense,2025.10.12,컬리페이_컬리,0,199000,2770080,
expense,2025.10.13,통신료 09월 - 334658,0,13800,2756280,
expense,2025.10.13,통신료 09월 - 204658,0,45730,2710550,
expense,2025.10.13,쿠팡,0,64000,2646550,
expense,2025.10.13,주식회사 아성다이소,0,20500,2626050,
expense,2025.10.13,지에스더프레시 ,0,21340,2604710,
expense,2025.10.14,버거킹,0,20000,2584710,
expense,2025.10.14,버거킹,0,5000,2579710,
expense,2025.10.14,카사밀라 파크24,0,14350,2565360,
expense,2025.10.16,쿠팡,0,25810,2539550,
expense,2025.10.17,컬리,0,164077,2375473,
expense,2025.10.17,지에스(GS)25,0,2200,2373273,
expense,2025.10.18,이디야,0,4500,2368773,
expense,2025.10.18,씨유(CU),0,4500,2364273,
expense,2025.10.18,스시1290,0,23660,2340613,
expense,2025.10.18,컬리페이_컬리,0,9000,2331613,
expense,2025.10.20,유니클로 온라인 스토어,0,77700,2253913,
expense,2025.10.20,쿠팡,0,60690,2193223,
expense,2025.10.21,씨제이올리브영(주)점,0,10900,2182323,
expense,2025.10.22,컬리페이_컬리,0,153611,2028712,
expense,2025.10.23,쿠팡,0,10670,2018042,
expense,2025.10.24,주식회사 아성다이소,0,4000,2014042,
expense,2025.10.24,홈플러스(주),0,45320,1968722,
expense,2025.10.24,키즈스피치예소스,0,320000,1648722,
expense,2025.10.24,지에스(GS)25,0,5200,1643522,
expense,2025.10.25,주식회사 민지콩,0,137000,1506522,
expense,2025.10.25,주식회사 아성다이소,0,7000,1499522,
expense,2025.10.25,스파크럽 백두산사우나,0,11000,1488522,
expense,2025.10.25,견생냥품24시무인펫샵점,0,25020,1463502,
expense,2025.10.26,메가스터디교육(주),0,113900,1349602,
expense,2025.10.26,주식회사 스타필드,0,4500,1345102,
expense,2025.10.26,주식회사 스타필드,0,12200,1332902,
expense,2025.10.26,(주) 영풍문고,0,42800,1290102,
expense,2025.10.26,(주) 영풍문고,0,12000,1278102,
expense,2025.10.26,주식회사 스타필드,0,59800,1218302,
expense,2025.10.26,주식회사 스타필드,0,14000,1204302,
expense,2025.10.26,컬리페이_컬리,0,45550,1158752,
expense,2025.10.27,아파트관리비_09월,0,219660,939092,
expense,2025.10.27,바로알림서비스 10월이용료,0,300,938792,
expense,2025.10.27,무신사,0,40420,898372,
expense,2025.10.28,하이파킹(주),0,2500,895872,
expense,2025.10.28,에이치디현대오일뱅크(주)직영제일주유소,0,50000,845872,
expense,2025.10.29,쿠팡,0,117000,728872,
expense,2025.10.29,쿠팡(와우 멤버십),0,7890,720982,
expense,2025.10.30,컬리페이_컬리,0,206527,514455,
expense,2025.10.31,지에스(GS)25 ,0,10400,504055,
expense,2025.10.31,지에스(GS)25,0,700,503355,
expense,2025.10.31,지에스(GS)25,0,1800,501555,
income,2025.11.01,월급,3000000,0,3501555,
expense,2025.11.01,컬리페이_컬리,0,46870,3454685,
expense,2025.11.02,(주)비브로스,0,1100,3453585,
expense,2025.11.03,신성통상㈜,0,47915,3405670,
expense,2025.11.04,에덴동물병원,0,30000,3375670,
expense,2025.11.05,컬리,0,155010,3220660,
expense,2025.11.06,쿠팡,0,65260,3155400,
expense,2025.11.06,구글페이먼트코리아 유한회사,0,14900,3140500,
expense,2025.11.06,쿠팡이츠,0,50925,3089575,
expense,2025.11.06,쿠팡,0,12130,3077445,
expense,2025.11.07,주식회사 아성다이소,0,1000,3076445,
expense,2025.11.07,홈플러스(주),0,16160,3060285,
expense,2025.11.07,지에스(GS)25,0,6900,3053385,
expense,2025.11.08,지에스더프레시 ,0,20760,3032625,
expense,2025.11.08,쿠팡,0,57250,2975375,
expense,2025.11.09,컬리,0,200360,2775015,
expense,2025.11.09,쿠팡,0,53360,2721655,
expense,2025.11.10,파리바게뜨 ,0,29500,2692155,
expense,2025.11.11,통신료 10월 - 334658,0,13800,2678355,
expense,2025.11.11,통신료 10월 - 204658,0,45730,2632625,
expense,2025.11.13,Amazon_AWS,0,100,2632525,
expense,2025.11.13,Amazon_AWS,0,-100,2632625,
expense,2025.11.14,컬리,0,200841,2431784,
expense,2025.11.14,올리브영 수지타운,0,21800,2409984,
expense,2025.11.14,주식회사 아성다이소,0,1000,2408984,
expense,2025.11.14,지에스(GS)25,0,1800,2407184,
expense,2025.11.15,댕욕탕,0,40000,2367184,
expense,2025.11.16,아주홈마트,0,5500,2361684,
expense,2025.11.17,쿠팡,0,78300,2283384,
expense,2025.11.18,주식회사 아성다이소,0,16000,2267384,
expense,2025.11.18,지에스(GS)25 ,0,3200,2264184,
expense,2025.11.18,컬리,0,100000,2164184,
expense,2025.11.20,지에스(GS)25 ,0,8500,2155684,
expense,2025.11.21,컬리페이_컬리,0,201788,1953896,
expense,2025.11.21,네이버페이 네이버,0,39500,1914396,
expense,2025.11.21,네이버페이 네이버,0,48250,1866146,
expense,2025.11.22,에덴동물병원,0,18000,1848146,
expense,2025.11.23,스파크럽 백두산사우나,0,11000,1837146,
expense,2025.11.23,쿠팡,0,37120,1800026,
expense,2025.11.24,바로알림서비스 11월이용료,0,300,1799726,
expense,2025.11.24,쿠팡,0,44110,1755616,
expense,2025.11.25,아파트관리비_10월,0,210540,1545076,
expense,2025.11.26,메가스터디교육(주),0,113900,1431176,
expense,2025.11.26,컬리페이_컬리,0,223660,1207516,
expense,2025.11.27,케이티,0,80000,1127516,
expense,2025.11.27,쿠팡,0,26000,1101516,
expense,2025.11.27,(주)지비와이,0,24800,1076716,
expense,2025.11.28,주식회사 아성다이소,0,13700,1063016,
expense,2025.11.28,지에스(GS)25,0,1700,1061316,
expense,2025.11.28,키즈스피치예소스,0,320000,741316,
expense,2025.11.28,지에스(GS)25,0,700,740616,
expense,2025.11.29,쿠팡(와우 멤버십),0,7890,732726,
expense,2025.11.29,쿠팡(와우 멤버십),0,-7890,740616,
expense,2025.11.29,카카오페이,0,7500,733116,
expense,2025.11.29,아이사랑치과의원,0,153200,579916,
expense,2025.11.29,카사밀라 파크24,0,5600,574316,
expense,2025.11.29,지에스(GS)25 ,0,9000,565316,
expense,2025.11.29,쿠팡이츠,0,32000,533316,
expense,2025.11.29,고봉민김밥,0,96000,437316,
expense,2025.11.29,쿠팡,0,20880,416436,
expense,2025.11.30,컬리페이_컬리,0,123220,293216,
